P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C02	BEDDING_CRATES_HOUSING_AND_FURNITURE
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C03	BIRD_FOOD_AND_SUPPLIES
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C04	BOOKS_GUIDES_AND_ACCESSORIES
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C05	BOWLS_FEEDERS_AND_WATERERS
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C06	CAT_FOOD_AND_TREATS
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C07	COLLARS_LEASHES_HARNESSES_AND_APPAREL
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C08	DOG_FOOD_AND_TREATS
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C09	FISH_AND_AQUATIC
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C10	GROOMING_AND_HYGIENE
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C11	HEALTH_WELLNESS_AND_PHARMACY
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C12	LITTER_WASTE_AND_HOUSE_TRAINING
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C13	LIVESTOCK_POULTRY_AND_EQUINE_HEALTH
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C14	PET_SAFE_HOME_CARE_AND_CLEAN_UP
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C15	REPTILE_AND_AMPHIBIAN
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C17	SMALL_ANIMAL_FOOD_AND_HAY
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C18	TRAINING_BEHAVIOR_AND_ENRICHMENT
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C19	VET_DIAGNOSTICS_CLINIC_AND_SURGERY_EQUIPMENT
P11	PET_AND_VETERINARY	Pet & Veterinary (India)	P11.C20	VETERINARY_INSTRUMENTS_AND_CONSUMABLES
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C01	AIR_CARE_AND_HOME_FRAGRANCE
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C02	APPLIANCE_AND_HARD_SURFACE_CLEANERS
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C03	CAR_BIKE_AND_OUTDOOR_CLEANING
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C04	CLEANING_TOOLS_AND_ACCESSORIES
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C05	DISHWASHING_AND_UTENSIL_CARE
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C06	DISINFECTANTS_AND_HOME_SANITISERS
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C07	FLOOR_CLEANERS_AND_MOPPERS
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C08	LAUNDRY_ADDITIVES_AND_BOOSTERS
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C09	LAUNDRY_DETERGENTS
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C10	MOISTURE_MOULD_AND_ODOUR_CONTROL
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C11	PAPER_WIPES_AND_HOUSEHOLD_ROLLS
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C12	PEST_CONTROL
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C14	SHOE_LEATHER_AND_FABRIC_CARE
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C15	SURFACE_GLASS_AND_FURNITURE_CARE
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C16	TOILET_AND_BATHROOM_CARE
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C17	WASHING_MACHINE_CARE_AND_ACCESSORIES
P12	HOME_CARE_AND_CLEANING	Home Care & Cleaning (India)	P12.C18	WASTE_MANAGEMENT_AND_RECYCLING
P13	KITCHENWARE_COOKWARE_AND_DINING	Kitchenware, Cookware & Dining (India)	P13.C02	BBQ_GRILL_AND_TANDOOR
P13	KITCHENWARE_COOKWARE_AND_DINING	Kitchenware, Cookware & Dining (India)	P13.C03	BAKEWARE_AND_BAKING_TOOLS
P13	KITCHENWARE_COOKWARE_AND_DINING	Kitchenware, Cookware & Dining (India)	P13.C04	COOKING_UTENSILS
