P41	FASHION_KIDS_AND_INFANTS	Fashion - Kids & Infants (India)	P41.C01	ACCESSORIES
P41	FASHION_KIDS_AND_INFANTS	Fashion - Kids & Infants (India)	P41.C02	ADAPTIVE_SENSORY_FRIENDLY_AND_SPECIAL_NEEDS
P41	FASHION_KIDS_AND_INFANTS	Fashion - Kids & Infants (India)	P41.C04	BOYS_WESTERN_WEAR
P41	FASHION_KIDS_AND_INFANTS	Fashion - Kids & Infants (India)	P41.C05	BOYS_ETHNIC_FUSION_AND_OCCASION
P41	FASHION_KIDS_AND_INFANTS	Fashion - Kids & Infants (India)	P41.C06	COLLECTIONS_AND_THEMES
P41	FASHION_KIDS_AND_INFANTS	Fashion - Kids & Infants (India)	P41.C07	COSTUMES_DANCE_AND_ROLE_PLAY
P41	FASHION_KIDS_AND_INFANTS	Fashion - Kids & Infants (India)	P41.C08	FABRICS_TAILORING_AND_PERSONALISATION
P41	FASHION_KIDS_AND_INFANTS	Fashion - Kids & Infants (India)	P41.C09	GIRLS_WESTERN_WEAR
P41	FASHION_KIDS_AND_INFANTS	Fashion - Kids & Infants (India)	P41.C10	GIRLS_ETHNIC_FUSION_AND_OCCASION
P41	FASHION_KIDS_AND_INFANTS	Fashion - Kids & Infants (India)	P41.C11	MODEST_CULTURAL_AND_RELIGIOUS_WEAR
P41	FASHION_KIDS_AND_INFANTS	Fashion - Kids & Infants (India)	P41.C12	NEWBORN_INFANT_AND_BABY
P41	FASHION_KIDS_AND_INFANTS	Fashion - Kids & Infants (India)	P41.C13	SCHOOL_AND_UNIFORMS
P41	FASHION_KIDS_AND_INFANTS	Fashion - Kids & Infants (India)	P41.C14	SPORTS_SWIM_AND_OUTDOOR
P41	FASHION_KIDS_AND_INFANTS	Fashion - Kids & Infants (India)	P41.C15	UNISEX_SLEEPWEAR_LOUNGEWEAR_AND_INNERWEAR
P42	FOOTWEAR	Footwear (India)	P42.C04	KIDS_AND_INFANTS_FOOTWEAR
P42	FOOTWEAR	Footwear (India)	P42.C05	MEDICAL_ORTHOPEDIC_AND_ADAPTIVE
P42	FOOTWEAR	Footwear (India)	P42.C06	MEN_S_FOOTWEAR
P42	FOOTWEAR	Footwear (India)	P42.C07	SPORTS_SPARES_ACCESSORIES_AND_CARE
P42	FOOTWEAR	Footwear (India)	P42.C08	UNISEX_AND_UNIVERSAL
P42	FOOTWEAR	Footwear (India)	P42.C09	WOMEN_S_FOOTWEAR
P43	APPAREL_MATERIALS_TAILORING_AND_ACCESSORIES	Apparel Materials, Tailoring & Accessories (India)	P43.C02	DYES_CHEMICALS_AND_LAUNDRY_FINISHING_AIDS
P43	APPAREL_MATERIALS_TAILORING_AND_ACCESSORIES	Apparel Materials, Tailoring & Accessories (India)	P43.C03	FASHION_FABRICS
P43	APPAREL_MATERIALS_TAILORING_AND_ACCESSORIES	Apparel Materials, Tailoring & Accessories (India)	P43.C04	INDUSTRIAL_SEWING_CUTTING_AND_FINISHING_EQUIPMENT
P43	APPAREL_MATERIALS_TAILORING_AND_ACCESSORIES	Apparel Materials, Tailoring & Accessories (India)	P43.C05	INTERLININGS_FUSING_AND_STRUCTURAL_COMPONENTS
P43	APPAREL_MATERIALS_TAILORING_AND_ACCESSORIES	Apparel Materials, Tailoring & Accessories (India)	P43.C06	LABELS_BRANDING_AND_PACKAGING
P43	APPAREL_MATERIALS_TAILORING_AND_ACCESSORIES	Apparel Materials, Tailoring & Accessories (India)	P43.C07	LEATHER_FAUX_LEATHER_AND_BAG_FOOTWEAR_COMPONENTS
P43	APPAREL_MATERIALS_TAILORING_AND_ACCESSORIES	Apparel Materials, Tailoring & Accessories (India)	P43.C08	LINGERIE_SWIM_AND_COSTUME_COMPONENTS
P43	APPAREL_MATERIALS_TAILORING_AND_ACCESSORIES	Apparel Materials, Tailoring & Accessories (India)	P43.C09	MANNEQUINS_FORMS_AND_STOREBACK_ROOM
P43	APPAREL_MATERIALS_TAILORING_AND_ACCESSORIES	Apparel Materials, Tailoring & Accessories (India)	P43.C10	PATTERNMAKING_CAD_CAM_AND_SAMPLING
P43	APPAREL_MATERIALS_TAILORING_AND_ACCESSORIES	Apparel Materials, Tailoring & Accessories (India)	P43.C11	PRINTING_EMBROIDERY_AND_SURFACE_DECORATION
P43	APPAREL_MATERIALS_TAILORING_AND_ACCESSORIES	Apparel Materials, Tailoring & Accessories (India)	P43.C12	TAILORING_AND_ALTERATION_SERVICES
P43	APPAREL_MATERIALS_TAILORING_AND_ACCESSORIES	Apparel Materials, Tailoring & Accessories (India)	P43.C13	TAILORING_TOOLS_NOTIONS_AND_CONSUMABLES
P43	APPAREL_MATERIALS_TAILORING_AND_ACCESSORIES	Apparel Materials, Tailoring & Accessories (India)	P43.C14	TRIMS_CLOSURES_AND_EMBELLISHMENTS
P44	RELIGIOUS_PUJA_AND_FESTIVE	Religious, Puja & Festive (India)	P44.C02	COMPLIANCE_ECO_AND_FIREWORKS
P44	RELIGIOUS_PUJA_AND_FESTIVE	Religious, Puja & Festive (India)	P44.C03	DEVOTIONAL_BOOKS_MEDIA_AND_TECH
P44	RELIGIOUS_PUJA_AND_FESTIVE	Religious, Puja & Festive (India)	P44.C04	EVENT_AND_WEDDING_RITUAL_ESSENTIALS
P44	RELIGIOUS_PUJA_AND_FESTIVE	Religious, Puja & Festive (India)	P44.C05	FESTIVE_AND_SEASONAL_DECORATIONS
P44	RELIGIOUS_PUJA_AND_FESTIVE	Religious, Puja & Festive (India)	P44.C06	HOME_MANDIR_AND_TEMPLE_FURNITURE
P44	RELIGIOUS_PUJA_AND_FESTIVE	Religious, Puja & Festive (India)	P44.C07	IDOLS_MURTIS_AND_SPIRITUAL_ART
P44	RELIGIOUS_PUJA_AND_FESTIVE	Religious, Puja & Festive (India)	P44.C08	MULTI_FAITH_PRAYER_ESSENTIALS
P44	RELIGIOUS_PUJA_AND_FESTIVE	Religious, Puja & Festive (India)	P44.C09	PACKAGING_HAMPERS_AND_GIFT_WRAP
P44	RELIGIOUS_PUJA_AND_FESTIVE	Religious, Puja & Festive (India)	P44.C10	PUJA_METALWARE_UTENSILS_AND_ACCESSORIES
P44	RELIGIOUS_PUJA_AND_FESTIVE	Religious, Puja & Festive (India)	P44.C11	PUJA_SAMAGRI_AND_CONSUMABLES
P44	RELIGIOUS_PUJA_AND_FESTIVE	Religious, Puja & Festive (India)	P44.C12	RITUAL_KITS
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C01	ARTISAN_TOOLS_LOOMS_AND_RAW_MATERIALS
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C03	BAGS_ACCESSORIES_AND_ETHNIC_LIFESTYLE
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C04	CANE_BAMBOO_JUTE_AND_NATURAL_FIBRE
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C06	EMBROIDERY_AND_NEEDLEWORK_CRAFTS
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C07	ETHNIC_APPAREL_KIDS_AND_INFANTS
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C08	ETHNIC_APPAREL_MEN
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C09	ETHNIC_APPAREL_WOMEN
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C10	GI_TAGGED_AND_CLUSTER_COLLECTIONS
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C11	HANDCRAFTED_LIGHTING_AND_DECOR
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C12	HANDLOOM_SAREES_AND_DRESS_ENSEMBLES
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C13	HANDMADE_PAPER_STATIONERY_AND_GIFTS
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C14	HOME_TEXTILES_AND_FURNISHINGS
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C15	JEWELLERY_ETHNIC_TRIBAL_AND_TEMPLE
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C16	LEATHER_CRAFTS_AND_ETHNIC_FOOTWEAR
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C17	MASKS_PUPPETS_AND_FOLK_THEATRE
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C18	METAL_CRAFTS_AND_UTENSILS
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C19	MUSICAL_AND_PERFORMATIVE
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C20	PAINTINGS_FOLK_TRIBAL_ART_AND_CALLIGRAPHY
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C21	POTTERY_CERAMICS_AND_TERRACOTTA
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C22	REGIONAL_AND_TRIBAL_TEXTILES
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C23	RITUAL_TEMPLE_AND_FESTIVE_CRAFTS
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C24	RUGS_CARPETS_AND_DHURRIES
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C25	SHAWLS_WRAPS_AND_WINTER_WEAVES
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C26	STONE_MARBLE_AND_INLAY
P45	HANDLOOM_HANDICRAFTS_AND_ETHNIC_SPECIALTIES	Handloom, Handicrafts & Ethnic Specialties (India)	P45.C27	WOOD_CRAFTS_AND_WOODEN_TOYS
P46	MEDICAL_AND_HOSPITAL_EQUIPMENT	Medical & Hospital Equipment (India)	P46.C01	ANAESTHESIA_RESPIRATORY_AND_CRITICAL_CARE
P46	MEDICAL_AND_HOSPITAL_EQUIPMENT	Medical & Hospital Equipment (India)	P46.C05	BLOOD_BANK_AND_TRANSFUSION_MEDICINE
P46	MEDICAL_AND_HOSPITAL_EQUIPMENT	Medical & Hospital Equipment (India)	P46.C06	DENTAL
P46	MEDICAL_AND_HOSPITAL_EQUIPMENT	Medical & Hospital Equipment (India)	P46.C07	DIAGNOSTIC_IMAGING_AND_RADIOLOGY
